line_id,character_id,movie_id,character_name,text,movie_title,persona_tag
L121115,u4331,m289,ACE,I can't do that.,casino,ace
L121113,u4331,m289,ACE,"All right, look, if he took a break, it would just give everybody some time to maneuver. That's all I'm saying. It's all that I'm saying.",casino,ace
L121111,u4331,m289,ACE,"I don't know, he doesn't listen to me. Maybe he should...  get lost for a while. Take a vacation. Would that be so bad?",casino,ace
L121109,u4331,m289,ACE,"Know what my problem is? Every time they mention my name in the papers, these cocksuckers, they mention Nicky, too. How the fuck does that help?  I mean, the heat he brought down is murder!  We had a police department who was cooperative. He's pissed them off so much now that nobody can make a move anymore. I mean, what do you do about that?",casino,ace
L121107,u4331,m289,ACE,"Walk away? Andy, you can't be serious. How can I walk away? Don't you see what's goin' on here? Don't you see what's at stake?",casino,ace
L121105,u4331,m289,ACE,"First of all, what they did was totally unconstitutional. We're already on the list to be heard before the Supreme Court of the United States later this year.",casino,ace
L121099,u4331,m289,ACE,It's a pity in this...,casino,ace
L119589,u4331,m289,ACE,I'm serious. No interference.,casino,ace
L119587,u4331,m289,ACE,"It's a tough proposition, Andy. You, you know, if I did it, I'd have to run it my way.",casino,ace
L119585,u4331,m289,ACE,But what happens when they do find out?,casino,ace
L119572,u4331,m289,ACE,But Andy also took orders. And when he was told to give a pension fund loan to Philip Green...,casino,ace
L119570,u4331,m289,ACE,He even played golf with the President.,casino,ace
L119568,u4331,m289,ACE,A powerful man.,casino,ace
L119566,u4331,m289,ACE,"As far as the world was concerned Andy Stone, the head of the Teamsters' Pension Fund, was a legitimate guy.",casino,ace
L121879,u4331,m289,ACE,"Look, look. You can't stop her for speeding? I mean, look what the hell she's doing.",casino,ace
L121876,u4331,m289,ACE,Hey!,casino,ace
L121874,u4331,m289,ACE,Stop -,casino,ace
L121843,u4331,m289,ACE,"Okay, Randy. Thank you.",casino,ace
L121837,u4331,m289,ACE,Congratulations.,casino,ace
L121835,u4331,m289,ACE,"Oh, good.",casino,ace
L121833,u4331,m289,ACE,"Fine, fine. How's your family?",casino,ace
L121831,u4331,m289,ACE,"Yeah, I don't want her in there more than a few more minutes.",casino,ace
L121818,u4331,m289,ACE,...I will let her in the house for five minutes if you gentlemen will escort her out if she happens not to want to leave. Because I don't - I -,casino,ace
L121593,u4331,m289,ACE,"...been right, but who knows?",casino,ace
L121582,u4331,m289,ACE,The worst was Blue.,casino,ace
L121580,u4331,m289,ACE,...stupid things.,casino,ace
L119853,u4331,m289,ACE,"I mean, Frank Marino was there to meet him, but so were the cops. This time they wanted to pinch him for some diamond burglary in Antwerp.",casino,ace
L119851,u4331,m289,ACE,"Even after a little vacation, they hassled him at the airport.",casino,ace
L121279,u4331,m289,ACE,Right back.,casino,ace
L121277,u4331,m289,ACE,Right away.,casino,ace
L121275,u4331,m289,ACE,702 472 1862.,casino,ace
L121272,u4331,m289,ACE,You understand? Put her on the fuckin' phone.,casino,ace
L121268,u4331,m289,ACE,I know she's there. Don't fuck around with me.,casino,ace
L121267,u4331,m289,ACE,...listen to me very carefully. I want to talk to Ginger. I want my kid back. I want her put on a plane immediately.,casino,ace
L121266,u4331,m289,ACE,Lester...,casino,ace
L121264,u4331,m289,ACE,...Rothstein. I want to talk to Ginger. Put her on the phone.,casino,ace
L121263,u4331,m289,ACE,"Yeah, is this Lester? This is Sam...",casino,ace
L121261,u4331,m289,ACE,Hello.,casino,ace
L121248,u4331,m289,ACE,"M- Uh, Mr. and Mrs. Rothstein?",casino,ace
L120585,u4331,m289,ACE,You fuckin' piece of shit.,casino,ace
L120583,u4331,m289,ACE,"You do? Yeah? Well, if you ever come back again... ever... to take her money... next time bring a pistol. That way you got a chance. Be a man, don't be a fuckin' pimp. Now, you want to do me a favor? Get out of here. I want to be alone with my wife. Get the fuck up and get out of here.",casino,ace
L120581,u4331,m289,ACE,"She's my wife.  Look at me. You did know that, didn't you? You knew that she's my wife? Huh? Hey, look at me.",casino,ace
L119843,u4331,m289,ACE,"He was a moocher, a card cheat, a country-club golf hustler. A scumbag... chasing dentists for a few bucks.",casino,ace
L119829,u4331,m289,ACE,"But one thing I could never understand, was that she could have everything under control, except for her old pimp boyfriend, Lester Diamond.",casino,ace
L120140,u4331,m289,ACE,Well...,casino,ace
L120138,u4331,m289,ACE,"Yeah, sure I do. Why?",casino,ace
L120134,u4331,m289,ACE,"So, once she signs those papers, she'll be the only person to have total access to the box?  No one else, including myself?",casino,ace
L121657,u4331,m289,ACE,Ohhh...,casino,ace
L121655,u4331,m289,ACE,You don't know? What time did your mother do this? When did she leave?,casino,ace
L121653,u4331,m289,ACE,"When did this happen, honey?",casino,ace
L121650,u4331,m289,ACE,"I'm gonna get a knife and cut you loose, honey, I'll -",casino,ace
L121648,u4331,m289,ACE,What happened? What happened? Who did this to you?,casino,ace
L121646,u4331,m289,ACE,Wh-wh -,casino,ace
L121644,u4331,m289,ACE,"Amy! Amy, open the door!",casino,ace
L121642,u4331,m289,ACE,Hello? Hello! Ginger.,casino,ace
L121438,u4331,m289,ACE,Oh. Have a good day at school.,casino,ace
L121680,u4331,m289,ACE,"Yeah? Nicky, I want to talk to that fuckin' bitch.",casino,ace
L121678,u4331,m289,ACE,I want to just talk. I want to talk to that Irish bitch.,casino,ace
L121673,u4331,m289,ACE,I'll be right there.,casino,ace
L121671,u4331,m289,ACE,She's there with you?  She's there with you?,casino,ace
L121669,u4331,m289,ACE,...Ginger's missing and she tied Amy up and she locked her in her room. I gotta find her. I don't know where the hell she is.,casino,ace
L121665,u4331,m289,ACE,How'd you know I was here?,casino,ace
L121664,u4331,m289,ACE,"No, I'm not okay.",casino,ace
L121662,u4331,m289,ACE,Nick?,casino,ace
L121660,u4331,m289,ACE,"Yeah, uh, who's this?",casino,ace
L121337,u4331,m289,ACE,She's driving me fuckin' crazy.,casino,ace
L121335,u4331,m289,ACE,I don't know. What am I gonna do with this woman? I don't know...  She's drivin' me fuckin' crazy.,casino,ace
L121331,u4331,m289,ACE,"Yeah, she's with that cocksucker again... and they got Amy.",casino,ace
L121329,u4331,m289,ACE,And what'd she want?,casino,ace
L121327,u4331,m289,ACE,Yeah.,casino,ace
L121224,u4331,m289,ACE,"I'm gonna okay you ten and get you even, and that's it. Then you got to get out of here before the cops and the newspapers are all over you.",casino,ace
L121222,u4331,m289,ACE,"Nicky, Nicky, you're not listenin' to me. I'm here to help you. What's the matter with you?  You're gonna bury us both.",casino,ace
L121220,u4331,m289,ACE,What are you doin'? You gotta get out of here!,casino,ace
L121177,u4331,m289,ACE,You never - ?,casino,ace
L121175,u4331,m289,ACE,...you? Do you remember what I told you?,casino,ace
L121173,u4331,m289,ACE,"No, it - it - Nicky, when you asked me if you could come out here, what did I tell you? I mean, you asked me, and I knew you were going to come out no matter what I said, but what did I tell you? Do you remember what I told...",casino,ace
L121171,u4331,m289,ACE,"Me?! I wouldn't even be in this situation if it wasn't for you. You brought down so much fuckin' heat on me. I mean, every time I meet somebody here, the big question is do I know you.",casino,ace
L121169,u4331,m289,ACE,"Yeah, I did want to go on TV. That way I have a forum. I can fight back. I'm known. People see me. They know they can't fuck around with me like they could if I was an unknown. That's right.",casino,ace
L121167,u4331,m289,ACE,I'm only on TV because I gotta be able to hang around the casino. You understand that. You know that. Come on.,casino,ace
L121165,u4331,m289,ACE,What are you -,casino,ace
L121163,u4331,m289,ACE,I -,casino,ace
L121161,u4331,m289,ACE,"Yeah, I said I - let the bullshit blow over for a while so I can run the casino. Anything goes wrong with the casino, it's my ass. It's not yours, it's my ass.",casino,ace
L121159,u4331,m289,ACE,"I didn't do anything. I mean, I didn't order you or anybody...  I only told Andy Stone that you had a lot of heat on you, and that was a problem.",casino,ace
L121157,u4331,m289,ACE,"I don't even know what you're talkin' about, Nick.",casino,ace
L121155,u4331,m289,ACE,What people?,casino,ace
L121135,u4331,m289,ACE,Why?,casino,ace
L121132,u4331,m289,ACE,"What - what, Caesar's?",casino,ace
L120933,u4331,m289,ACE,And at the...,casino,ace
L120931,u4331,m289,ACE,"...on the line and this guy's out havin' the time of his life. He has every cop in the state watchin' him, and he's out playin' golf.",casino,ace
L120926,u4331,m289,ACE,"The problem was, Nicky was not only bringin' heat on himself, but on me too. The FBI watched every move he made. But he didn't care. He just didn't care.",casino,ace
L120898,u4331,m289,ACE,"Nicky was questioned in two dozen murders, but they always had to let him go. There were never any witnesses.",casino,ace
L120889,u4331,m289,ACE,"Nicky wanted to take over. He wanted to go after Gaggi, go after the skim, go after everything and everybody.",casino,ace
L120887,u4331,m289,ACE,"I knew what he wanted, and I didn't want any part of it.",casino,ace
L120885,u4331,m289,ACE,This guy is gonna run to the FBI.,casino,ace
L120884,u4331,m289,ACE,"Yeah, that's right, the way you need me to vouch for you as a citizen and get you out of one of your jams. I'm gonna have to straighten out what you just did with this guy.",casino,ace
L120882,u4331,m289,ACE,"That's right, yeah.",casino,ace
L120880,u4331,m289,ACE,"Ju-just stay away from her. It's none of your business, okay? There are certain things you don't do, and you know that.",casino,ace
L120878,u4331,m289,ACE,Okay?,casino,ace
L120876,u4331,m289,ACE,...don't do it to me...,casino,ace
L120874,u4331,m289,ACE,Please...,casino,ace
L120872,u4331,m289,ACE,"I - I would appreciate it if you'd stay out of my personal life, okay? You wouldn't like it if I did it to you.",casino,ace
L120870,u4331,m289,ACE,"Listen, I would -",casino,ace
L120868,u4331,m289,ACE,"All of a sudden, you're the shoulder to cry on? Did you at least tell her about your little role in that whole situation?",casino,ace
L120866,u4331,m289,ACE,"Now, what does she have to do with all this?",casino,ace
L120864,u4331,m289,ACE,My wife?,casino,ace
L120860,u4331,m289,ACE,All right.,casino,ace
L120856,u4331,m289,ACE,"Yes, you lost your control.",casino,ace
L120854,u4331,m289,ACE,You lost your control.,casino,ace
L120852,u4331,m289,ACE,What happened to me? What happened to you?,casino,ace
L120850,u4331,m289,ACE,Every time you're on television I get mentioned. That looks bad. That looks bad.,casino,ace
L120848,u4331,m289,ACE,Looks bad? I'm gonna tell you what looks bad.,casino,ace
L120846,u4331,m289,ACE,I have no control over that. Ronnie and Billy were right there. They'll tell you exactly what happened.,casino,ace
L120844,u4331,m289,ACE,That's all taken out of context. Okay.,casino,ace
L120842,u4331,m289,ACE,...okay? I just wanna run a square joint. That's it. I just want my license. I want everything nice and quiet. That's it.,casino,ace
L120840,u4331,m289,ACE,I don't wanna be involved in anything you're talkin' about...,casino,ace
L120838,u4331,m289,ACE,I'll be honest with you.,casino,ace
L120836,u4331,m289,ACE,I don't wanna come along with you.,casino,ace
L120834,u4331,m289,ACE,"No, I don't wanna come -",casino,ace
L120832,u4331,m289,ACE,"Listen, Nick, you gotta understand my situation. I'm responsible for thousands of people. I got a hundred million a year goin' through the place.  It's all over, I'm gonna tell you, it's all over, if I don't get that license.  And believe me, if it goes bad for me, it's gonna go bad for a lot of people, you understand?",casino,ace
L120830,u4331,m289,ACE,"I'm not tryin' to tell you what to do. But you were way out of line, Nick. What're you doin'? Where's your head?",casino,ace
L120828,u4331,m289,ACE,"What're you doin'? He's a square guy, for chrissakes.  You can't treat him like that. He's gonna run to the FBI.",casino,ace
L120810,u4331,m289,ACE,Hey.,casino,ace
L120795,u4331,m289,ACE,...very difficult to get in.,casino,ace
L120794,u4331,m289,ACE,"It's impossible. It's booked up, and you gotta make a reservation.  It's...",casino,ace
L120460,u4331,m289,ACE,"- no matter where he was or what he was doing, he always went home to make breakfast for his son, Nicky- Boy.",casino,ace
L120411,u4331,m289,ACE,"Yeah, Nicky loved restaurants. He was a real restaurant buff. And over the years, he always made money with them.",casino,ace
L120326,u4331,m289,ACE,"It just didn't sink into his head about the Black Book and what it meant. Not being able to go into a casino is just one thing, but being in this book etched your name into the brains of every cop and FBI agent in the state. I mean, you're listed in there with Al Capone. But Nicky didn't care.",casino,ace
L120325,u4331,m289,ACE,"In so many words, yes.",casino,ace
L120323,u4331,m289,ACE,Forget it. You can't even set foot in the parking lot. That's how serious it is.,casino,ace
L120321,u4331,m289,ACE,"Nope, there's no way.",casino,ace
L120318,u4331,m289,ACE,"Yeah, I believe it. You got banned.",casino,ace
L120315,u4331,m289,ACE,"Well, it wasn't long before what I was afraid was gonna happen, happened. Nicky managed to get himself banned from every casino in Las Vegas, and from then on, I couldn't be seen talkin' to him anywhere in Vegas, or even near it.",casino,ace
L120254,u4331,m289,ACE,I'm just tellin' you. Don't say I didn't warn you.,casino,ace
L120252,u4331,m289,ACE,"Bullshit or no bullshit, they put you in that book, you're gonna be in a lot of trouble. You will not be able to walk into the casino. I'm tellin' you.",casino,ace
L120250,u4331,m289,ACE,I'm - I'm hearin' things from security. They're all ex-cops. The Sheriff's lookin' to bust your balls. They want to put you in the Black Book.,casino,ace
L120248,u4331,m289,ACE,You better watch yourself. There's a lot of heat on you already.,casino,ace
L120244,u4331,m289,ACE,Between...,casino,ace
L120224,u4331,m289,ACE,You're still eight pounds over.  What's the reason for this?,casino,ace
L120218,u4331,m289,ACE,Okay.,casino,ace
L120215,u4331,m289,ACE,"If he does it again, he's out for good. I don't care what it is, Nick, I'm gonna ha- I'll - I'll never let him in the place again.",casino,ace
L120199,u4331,m289,ACE,So what do you think I do? I threw that cocksucker out.,casino,ace
L120198,u4331,m289,ACE,Then he called me a faggot.,casino,ace
L120196,u4331,m289,ACE,...and he tells me to go fuck myself.,casino,ace
L120195,u4331,m289,ACE,He insulted Billy. And then I walked over to him politely...,casino,ace
L120193,u4331,m289,ACE,"No, I didn't know that. But you know what he did?",casino,ace
L120167,u4331,m289,ACE,You been lucky all week. They're lookin' to nail ya.,casino,ace
L120165,u4331,m289,ACE,Be careful. Gaming agents are all over the place.,casino,ace
L120164,u4331,m289,ACE,"I mean, Nicky's a made guy and I'm not. I can't do that.",casino,ace
L120157,u4331,m289,ACE,And I didn't want any of those agents near my place.,casino,ace
L120149,u4331,m289,ACE,"It was so obvious. I mean, all of Nicky's half-assed mechanics, they were real signal happy.",casino,ace
L120142,u4331,m289,ACE,...Nicky was dreamin' his own kind of Vegas.,casino,ace
L120065,u4331,m289,ACE,"When I married Ginger I knew all the stories, but I didn't give a fuck. 'I'm Sam Rothstein,' I said. 'I can change her.'",casino,ace
L119945,u4331,m289,ACE,"Especially at the casino, where he definitely did not work, people got the message.",casino,ace
L119944,u4331,m289,ACE,"And, Nicky being Nicky, he made his presence known.",casino,ace
L119908,u4331,m289,ACE,"Yeah, he had a fool-proof scheme, all right. It wasn't very scientific but it worked. When he won, he collected. When he lost, he told the bookies to go fuck themselves. What were they gonna do? Muscle Nicky?  Nicky was the muscle.",casino,ace
L119902,u4331,m289,ACE,"Nick, I gotta tell you, I got pinched twice for no reason. You really gotta be careful. I'm running a licensed place. Everything's legit.",casino,ace
L119900,u4331,m289,ACE,"Sure, you have my permission. But I - I just gotta tell you it's no joke out here. It's no joke, you know? You gotta keep a low profile. It's not like back home. Right off the bat, they don't like guys like us. And this sheriff's a real cowboy. Even the coppers aren't afraid to bury people out in the desert here.",casino,ace
L119898,u4331,m289,ACE,"No, of course not.",casino,ace
L119896,u4331,m289,ACE,"After we ate, we left Jennifer and Ginger alone and we took a ride to talk. And then... he hit me with it.",casino,ace
L119889,u4331,m289,ACE,"Honey, come here.",casino,ace
L119887,u4331,m289,ACE,Ginger.,casino,ace
L119885,u4331,m289,ACE,"Somethin', huh?",casino,ace
L119848,u4331,m289,ACE,"I mean, he took care of himself only too well. And that's why every badge back home wanted to nail him.",casino,ace
L119846,u4331,m289,ACE,But nobody had to take care of Nicky.,casino,ace
L119676,u4331,m289,ACE,"While I was tryin' to figure out why the guy was sayin' what he was sayin', Nicky just hit him. No matter how big a guy might be, Nicky would take him on. You beat Nicky with fists, he comes back with a bat. You beat him with a knife, he comes back with a gun. And you beat him with a gun, you better kill him, because he'll keep comin' back and back until one of you is dead.",casino,ace
L119675,u4331,m289,ACE,"Wait a sec, Nicky, Nicky, Nicky. Ta- take it easy.",casino,ace
L119660,u4331,m289,ACE,Eight.,casino,ace
L119651,u4331,m289,ACE,How did Nicky collect?,casino,ace
L119649,u4331,m289,ACE,"Yeah, we made a great pair. I made book and Nicky made sure we always collected. The old men loved us. And why not? They all made money with us.",casino,ace
L119604,u4331,m289,ACE,I'll take Columbia for twenty.,casino,ace
L119598,u4331,m289,ACE,Place the checks properly. That's the way you do it.,casino,ace
L119596,u4331,m289,ACE,Where the hell did you learn how to deal?,casino,ace
L119583,u4331,m289,ACE,"You know, I don't know if I could do this even if I wanted to. The Gaming Commission would never give me a license. I have at least two dozen gambling and bookmaking pinches on me.",casino,ace
L119518,u4331,m289,ACE,But it's in the desert where lots of the town's problems are solved.,casino,ace
L119512,u4331,m289,ACE,"...by the only kind of guys that can actually get you that kind of money: sixty-two million, seven-hundred thousand dollars. I don't know all the details.",casino,ace
L120673,u4331,m289,ACE,No problem.  Sorry.,casino,ace
L120671,u4331,m289,ACE,"Okay, thanks.  Um... you know, that's it. I'm sorry.",casino,ace
L120670,u4331,m289,ACE,"I'm sorry, I can't do anything. He's too incompetent. And the bottom line is, he cannot be trusted.",casino,ace
L120668,u4331,m289,ACE,"I can't do that. And I appreciate the fact that he's your brother-in- law, and I do want to help you and I like to do favors, and I know who you are, but I cannot do that.",casino,ace
L120666,u4331,m289,ACE,"I think you're way out of line talkin' to me like that. What you're sayin' is libelous, and you're in no position to challenge my expertise. I went way out of my way to be very helpful and courteous to that kid. He's weak, he's incompetent. He jeopardizes the whole place. There's not much more I can do for him.",casino,ace
L120664,u4331,m289,ACE,"Believe me, if I could prove it, he would be under arrest.",casino,ace
L120662,u4331,m289,ACE,"I'm sorry, but he knew about our gettin' hit on three big machines in a row and he did nothing about it. That means either he was in on it or, forgive me for saying this, he was too dumb to see what was going on. Either way, I cannot have a man like that workin' here.",casino,ace
L120657,u4331,m289,ACE,"No, that's quite all right.",casino,ace
L120654,u4331,m289,ACE,"Yeah, I heard a lot about you.",casino,ace
L120652,u4331,m289,ACE,How do you do?,casino,ace
L119632,u4331,m289,ACE,Seven o'clock.,casino,ace
L119630,u4331,m289,ACE,I'll come by.,casino,ace
L119628,u4331,m289,ACE,"Well, it's a little too early. I'd say Thursday would be good. I'll know by then. Is that all right?",casino,ace
L119626,u4331,m289,ACE,"Well, that's why they paid so well.",casino,ace
L121526,u4331,m289,ACE,"Hello, Jennifer, it's Sam -",casino,ace
L121120,u4331,m289,ACE,"Next morning bright and early, I get the call.",casino,ace
L121118,u4331,m289,ACE,"...as soon as Andy got back home, Nicky heard about our talk in the car.",casino,ace
L119890,u4331,m289,ACE,This is Jennifer and Nick. They're dear friends of mine.,casino,ace
L119862,u4331,m289,ACE,"I mean, that's what worried me, 'cause it turns out Nicky was about to be sent to Vegas.",casino,ace
L119860,u4331,m289,ACE,"Because Nicky enjoyed being a gangster, and he didn't give a damn who knew it.",casino,ace
L119857,u4331,m289,ACE,And they were usually right.,casino,ace
L119855,u4331,m289,ACE,"They were ready to blame him for anything, no matter where it happened.",casino,ace
L121861,u4331,m289,ACE,Half - I'm comin' down.,casino,ace
L121859,u4331,m289,ACE,Half of everything is mine.,casino,ace
L121857,u4331,m289,ACE,"Legally, she can't take that stuff. Legally, she can't take the stuff.",casino,ace
L121851,u4331,m289,ACE,She's a fuckin' junkie. She's out of her fucking mind.  Do you unders-,casino,ace
L121849,u4331,m289,ACE,You've got to stop her.,casino,ace
L121847,u4331,m289,ACE,"Charlie, you've gotta - you've gotta stop her!",casino,ace
L120811,u4331,m289,ACE,Want something to drink? Charlie you want a refill?,casino,ace
L120240,u4331,m289,ACE,No. Just stop everything.,casino,ace
L120238,u4331,m289,ACE,"That's right. She will get fired. In fact, I want you to send her back to Paris.",casino,ace
L120236,u4331,m289,ACE,...all you do is give me answers. Just - just give me the right answer.,casino,ace
L120234,u4331,m289,ACE,She could at least lose half a pound or a quarter.  Listen...,casino,ace
L120232,u4331,m289,ACE,'Mr Rothstein' is good enough.,casino,ace
L120230,u4331,m289,ACE,I...,casino,ace
L120228,u4331,m289,ACE,Why is she eight pounds over?,casino,ace
L120226,u4331,m289,ACE,Never mind the 'sir'. Never mind the 'sir'.,casino,ace
L121723,u4331,m289,ACE,Right away. Okay?,casino,ace
L121721,u4331,m289,ACE,"Yeah, Bill, listen, I'll explain to you later. Just - You - You got a gun at home? Yeah. Bring it over here right away.",casino,ace
L121719,u4331,m289,ACE,"Yeah, Billy Sherbert, please. Put him on.",casino,ace
L121200,u4331,m289,ACE,"No, just - just give him, give him ten. That's it. Ten.  I'll be right down.",casino,ace
L121198,u4331,m289,ACE,"Oh, no.",casino,ace
L121193,u4331,m289,ACE,What is it?,casino,ace
L121183,u4331,m289,ACE,L'chaim. [Yiddish for 'to life'],casino,ace
L120242,u4331,m289,ACE,"I don't care what she is. She's an institution, that's the problem. She's lazy.",casino,ace
L120174,u4331,m289,ACE,Call security.,casino,ace
L119701,u4331,m289,ACE,Why not make them happy?,casino,ace
L119699,u4331,m289,ACE,"Help the Senator, give him whatever he wants.",casino,ace
L119697,u4331,m289,ACE,I had dozens of politicians and state officials comin' through that place every week.,casino,ace
L119689,u4331,m289,ACE,I wouldn't give the bum a mop job.,casino,ace
L119687,u4331,m289,ACE,We can't get rid of him?,casino,ace
L119523,u4331,m289,ACE,"For guys like me, Las Vegas washes away your sins. It's a morality car wash. It does for us what Lourdes does for humpbacks and cripples. And, along with making us legit...",casino,ace
L119521,u4331,m289,ACE,"I hired an old casino pal, Billy Sherbert, as my manager and I went to work.",casino,ace
L121894,u4331,m289,ACE,They had all the pieces they needed.,casino,ace
L121892,u4331,m289,ACE,"After all the threats and all the bullshit, it turned out Ginger didn't tell 'em anything. But by then, the Feds didn't need her, anyway.",casino,ace
L121816,u4331,m289,ACE,If she calms down...,casino,ace
L121814,u4331,m289,ACE,"If she calms down, I will let her in the house.",casino,ace
L121810,u4331,m289,ACE,Should I let her in like - ?,casino,ace
L121806,u4331,m289,ACE,I'm afraid she's gonna destroy stuff.,casino,ace
L121804,u4331,m289,ACE,I'm afraid to let her in the house.,casino,ace
L121800,u4331,m289,ACE,Who knows what you're gonna do in there? I don't want you -,casino,ace
L121798,u4331,m289,ACE,"I won't let her in. I'm sorry, Randy, I'm not gonna let her in. She - Well, I'm not gonna let her in, the way she's behaving. I'm - I'm -",casino,ace
L121779,u4331,m289,ACE,I'm not -,casino,ace
L121776,u4331,m289,ACE,You'll wake the whole neighborhood!,casino,ace
L121774,u4331,m289,ACE,You're gonna be sorry if you don't stop that.,casino,ace
L121772,u4331,m289,ACE,"Will you stop it? You're drunk, you're on drugs. You're gonna -",casino,ace
L121766,u4331,m289,ACE,Just wait there for me!,casino,ace
L121764,u4331,m289,ACE,"She, she's alone. Just go. Take the gun and go into Amy's.",casino,ace
L121717,u4331,m289,ACE,"You make me sick, you fuck. Once a fuckin' hooker, always a hooker.",casino,ace
L121715,u4331,m289,ACE,Now you need approval from him to go home?,casino,ace
L121713,u4331,m289,ACE,Get the fu-  You threatening me?  I'll fuckin' kill you in this place!  Get up and go home right now.,casino,ace
L121711,u4331,m289,ACE,Get up! Get going!  Get up!,casino,ace
L121709,u4331,m289,ACE,Get - get up!,casino,ace
L121707,u4331,m289,ACE,Get - Get up! Get up!,casino,ace
L121705,u4331,m289,ACE,"And what? And let you disgrace me, you fuckin' pig? And let you disgrace me?  Get up. Get up and be a mother. Get in the car and go to the house...",casino,ace
L121703,u4331,m289,ACE,You want your jewelry?,casino,ace
L121701,u4331,m289,ACE,You understand? What? Let you go?,casino,ace
L121699,u4331,m289,ACE,You fuckin' whore!,casino,ace
L121697,u4331,m289,ACE,"You listen carefully! You ever fuckin' touch her again, you ever do anything like that again, I'll fuckin' kill you.  Pure and simple. Do you hear me? Pure and fuckin' simple, I'll fuckin' kill you, you bitch.",casino,ace
L121695,u4331,m289,ACE,Let me tell you something.  Listen to me.,casino,ace
L121693,u4331,m289,ACE,Listen to me.,casino,ace
L121691,u4331,m289,ACE,"Listen to me, listen to me, listen to me.  Listen, you fuckin' cunt.",casino,ace
L121689,u4331,m289,ACE,I should have -,casino,ace
L121687,u4331,m289,ACE,"I ought to fuckin' have you committed. You fuckin' do that again,  I'll f-, I'll f-",casino,ace
L121685,u4331,m289,ACE,...you out of your mind? That's our child. Are you out of your fuckin' mind?,casino,ace
L121683,u4331,m289,ACE,"I mean, you tie up our kid and you lock the fuckin' door?  Are...",casino,ace
L121534,u4331,m289,ACE,"I mean, it could get us both killed.",casino,ace
L121533,u4331,m289,ACE,What if he won't stop?,casino,ace
L121532,u4331,m289,ACE,"...she did what she did and I did what I had to do. But, Jesus, Nicky was the worst thing she could've done.",casino,ace
L121530,u4331,m289,ACE,I know you were with somebody. Who was it?  I just hope it's not someone who I think it might be.  I just hope it's not them.,casino,ace
L121528,u4331,m289,ACE,Who were you with?,casino,ace
L121523,u4331,m289,ACE,Mm.,casino,ace
L121521,u4331,m289,ACE,You know why I want to do it. Just do it.,casino,ace
L121519,u4331,m289,ACE,"Okay. I want you to call Jennifer and I want you to tell her to tell you what she had for lunch, and I'm gonna listen in on the other line.",casino,ace
L121517,u4331,m289,ACE,What did Jennifer have?,casino,ace
L121515,u4331,m289,ACE,What'd you have?,casino,ace
L121513,u4331,m289,ACE,And where'd you go?,casino,ace
L121511,u4331,m289,ACE,"So, who'd you go to lunch with?",casino,ace
L121508,u4331,m289,ACE,I put her to bed.,casino,ace
L121506,u4331,m289,ACE,You threw it away?,casino,ace
L121504,u4331,m289,ACE,Hi. You didn't answer your beeper.,casino,ace
L121433,u4331,m289,ACE,Get out of here!,casino,ace
L121431,u4331,m289,ACE,You're stoned. You're a junkie. Get out of here.,casino,ace
L121429,u4331,m289,ACE,You're not takin' Amy.,casino,ace
L121427,u4331,m289,ACE,You'll come back tomorrow and get the rest. Just get out of here.,casino,ace
L121423,u4331,m289,ACE,"Yeah, no kidding. Good! It opens at 9 a.m. Be there!",casino,ace
L121421,u4331,m289,ACE,"Here. Here. Is this enough money?! Huh?  Will it last you two fuckin' days? Take it, greedy bitch.  Take the fuckin' money you fuckin' want.",casino,ace
L121419,u4331,m289,ACE,You're lower than a dog!,casino,ace
L121416,u4331,m289,ACE,"I'll get your cash. You haven't been straight with me ever since I met you! You never loved me in the first place!  I need eyes in the back of my fuckin' head with you, you fuckin' bitch!",casino,ace
L121414,u4331,m289,ACE,No kidding. NO KIDDING!,casino,ace
L121410,u4331,m289,ACE,Take your  fuckin' bag and get out of here!,casino,ace
L121408,u4331,m289,ACE,I want you out of here! I want you out of here!,casino,ace
L121407,u4331,m289,ACE,Come with me now! Come with me now. Come with me now. I want you out of here.,casino,ace
L121405,u4331,m289,ACE,You hate my guts? I want you to come with me now.,casino,ace
L121392,u4331,m289,ACE,I'm just tryin' to figure it out.,casino,ace
L121390,u4331,m289,ACE,"Plus, at the most, three suits, a thousand apiece. That still leaves what?  Around ten thousand?",casino,ace
L121389,u4331,m289,ACE,"At the most, which is impossible for him.",casino,ace
L121387,u4331,m289,ACE,"But even if you bought him a watch, a really nice watch, one that he thought was nice - and he doesn't know what the fuck a good watch is - so, you go, five, ten, twelve grand?",casino,ace
L121383,u4331,m289,ACE,"First of all, he's not gonna wear f- thousand-dollar suits. But let's say he did, which he won't. How you gonna get fitted for twenty-five suits in three days?  I, um, I mean, how could you get fitted that fast? I can't get fitted that fast, and I pay twice as much.",casino,ace
L121382,u4331,m289,ACE,"The good part was, I had Amy back. So, we went home, had the housekeeper stay over, put the kid to bed, I calmed myself down and we went to dinner. I tried to keep things nice and civil, you know.  But... hey, twenty-five thousand for three suits? That doesn't make much sense.",casino,ace
L121377,u4331,m289,ACE,Mm-hm.,casino,ace
L121375,u4331,m289,ACE,Twenty-five thousand for clothes and a watch.,casino,ace
L121373,u4331,m289,ACE,Twenty-five thousand for clothes.,casino,ace
L121371,u4331,m289,ACE,With the money.,casino,ace
