line_id,character_id,movie_id,character_name,text,movie_title
L251644,u1169,m77,BEN,How about tomorrow? I don't mean to be pushy but --,the graduate
L36584,u327,m20,BATEMAN,"I'm not sure, guy, but I don't think dyslexia is a virus.",american psycho
L189701,u5076,m336,ERIN,Wow. Why would they do that?,erin brockovich
L190140,u5076,m336,ERIN,That is not what I'm --,erin brockovich
L36978,u327,m20,BATEMAN,He led what I suppose was an orderly life. He... ate a balanced diet.,american psycho
L190188,u5076,m336,ERIN,What's going on? What are you doing?,erin brockovich
L213222,u5262,m348,JACK,Who do you think I am?,fight club
L43604,u3681,m243,ALVY,Sixteen years ago.,annie hall
L37342,u327,m20,BATEMAN,"I think, Evelyn, that we've...lost touch.",american psycho
L251209,u1169,m77,BEN,But why shouldn't I?,the graduate
L212413,u5262,m348,JACK,I mean -- for a living.,fight club
L37450,u327,m20,BATEMAN,What exactly do you mean?,american psycho
L251250,u1169,m77,BEN,Oh no. Look -- I like you. I wouldn't keep coming here if I didn't like you.,the graduate
L42967,u3681,m243,ALVY,"Oh, you-you have to be artificially relaxed before we can go to bed?",annie hall
L212737,u5262,m348,JACK,I am Jack's Cold Sweat.,fight club
L251277,u1169,m77,BEN,I do.,the graduate
L212739,u5262,m348,JACK,"Yes, sire, strange. Very strange.",fight club
L189555,u5076,m336,ERIN,"You said things would be fine, and they're not.",erin brockovich
L212316,u5262,m348,JACK,"Okay, in the Sylvia Plath philosophy way, we're all dying. But you're not dying the way Chloe is dying.",fight club
L43515,u3681,m243,ALVY,Uri Geller must be on the premises someplace.,annie hall
L251196,u1169,m77,BEN,Why not?,the graduate
L190116,u5076,m336,ERIN,You didn't care about my case?,erin brockovich
L36899,u327,m20,BATEMAN,"No, Luis. It's not me. You're mistaken.",american psycho
L212805,u5262,m348,JACK,It isn't... ?,fight club
L42856,u3681,m243,ALVY,"My first... Yes, she was nice, but you know, uh, it was my fault. I was just... I was too crazy.",annie hall
L250721,u1169,m77,BEN,I'm putting it on the top step.,the graduate
L36882,u327,m20,BATEMAN,"Come on, you dumb son of a bitch. I've got a preview of the Barneys catalogue and a bottle of Absolut waiting for us.",american psycho
L212221,u5262,m348,JACK,"Somehow, I realize all of this -- the gun, the bombs, the revolution -- is really about Marla Singer.",fight club
L42696,u3681,m243,ALVY,So sorry.,annie hall
L42769,u3681,m243,ALVY,"Uh, I hate to tell yuh, this is nineteen seventy-five, you know that ""neat"" went out, I would say, at the turn of the century. Who-who are-who are those photos on the wall?",annie hall
L213448,u5262,m348,JACK,Please...,fight club
L212849,u5262,m348,JACK,Nothing.,fight club
L251338,u1169,m77,BEN,"Listen -- could you stop crying, please?",the graduate
L37428,u327,m20,BATEMAN,Jean-I'm not-,american psycho
L42585,u3681,m243,ALVY,All right! All right! All right! All right! Whatta yuh mean? Are yuh gonna take pictures now?,annie hall
L36620,u327,m20,BATEMAN,Just...say...no.,american psycho
L189637,u5076,m336,ERIN,I'm never here. I gotta leave 'em with this weird sitter all afternoon who costs a fortune and smells like chicken fat.,erin brockovich
L250883,u1169,m77,BEN,You? Oh no. No. I'll get it.,the graduate
L43138,u3681,m243,ALVY,David! David! I can't believe this!,annie hall
L37206,u327,m20,BATEMAN,Yes? You're dressed...okay.,american psycho
L251647,u1169,m77,BEN,Well -- look -- don't be confused. We're getting married.,the graduate
L189589,u5076,m336,ERIN,You want my number?,erin brockovich
L251777,u1169,m77,BEN,Is the doctor anywhere?,the graduate
L212635,u5262,m348,JACK,Fight club became the reason to cut your hair short and trim your fingernails.,fight club
L251192,u1169,m77,BEN,So old Elaine Robinson got started in a Ford.,the graduate
L42929,u3681,m243,ALVY,"I love you. You know I lo-ove you, I-I love you. I-I have to invent- Of course I love you.",annie hall
L213094,u5262,m348,JACK,... A person.,fight club
L251042,u1169,m77,BEN,I'm not. But I'm -- I'm not very proud of what I do. I usually get kind of drunk. I usually drive over to Los Angeles and go to some bars and get kind of drunk. Then I take a hotel room. So I won't have to drive home on the freeway. I mean it kind of scares me to drive home after --,the graduate
L251361,u1169,m77,BEN,Nothing. I'm just wondering if they have a bar or not. I mean let's go see. Let's go see if they do or not.,the graduate
L213355,u5262,m348,JACK,"Okay, if that's what it takes, you'll never have to see me again. Here... here...",fight club
L42626,u3681,m243,ALVY,I'm so tired of spending evenings making fake insights with people who work for Dysentery.,annie hall
L212853,u5262,m348,JACK,I think everything's okay here.,fight club
L213325,u5262,m348,JACK,"Absolutely, you have every right. I need you to do me a favor.",fight club
L43494,u3681,m243,ALVY,"Yeah, she's a ten, Max, and that's great for you because you're-you're used to twos, aren't you?",annie hall
L190383,u5076,m336,ERIN,Fuck Kurt.,erin brockovich
L37012,u327,m20,BATEMAN,Had his apartment been burglarized?,american psycho
L43221,u3681,m243,ALVY,"Darling, darling, I've been killing spiders since I was thirty, okay?",annie hall
L42686,u3681,m243,ALVY,"No, um... I was gonna take a cab.",annie hall
L42987,u3681,m243,ALVY,"Yeah, but that's not-that's no good. I want the whole thing.",annie hall
L43076,u3681,m243,ALVY,Paranoid? I'm looking at you. You got your arms around another guy.,annie hall
L37125,u327,m20,BATEMAN,Detective Kendall...uh Campbell? KIMBALL Kimball. Call me Don.,american psycho
L36723,u327,m20,BATEMAN,Pumpkin you're dating an asshole.,american psycho
L43585,u3681,m243,ALVY,We can always come back together again. Because there's no-there's no problem. 'Cause... Right.,annie hall
L42931,u3681,m243,ALVY,Don't you think I do?,annie hall
L37191,u327,m20,BATEMAN,"No, come on. Anywhere you want.",american psycho
L189509,u5076,m336,ERIN,"Oh, please, it was long over by then. God damn, he made me look like some cheap --",erin brockovich
L213402,u5262,m348,JACK,Since when is Project Mayhem about murder?,fight club
L190001,u5076,m336,ERIN,-- who happens to know they poisoned people and lied about it.,erin brockovich
L212809,u5262,m348,JACK,... Marla ... ?,fight club
L250652,u1169,m77,BEN,Aren't you?,the graduate
L37365,u327,m20,BATEMAN,I'm just leaving.,american psycho
L190090,u5076,m336,ERIN,"They covered 'em over. And not too carefully either, cause you dig one inch under the surface, and the dirt is green as a fucking shamrock.",erin brockovich
L42651,u3681,m243,ALVY,"Oh, you got a headache!",annie hall
L189787,u5076,m336,ERIN,"I am not talking to you, bitch.",erin brockovich
L36878,u327,m20,BATEMAN,"Another Martini, Paul?",american psycho
L42701,u3681,m243,ALVY,Oh - you're an actress.,annie hall
L251044,u1169,m77,BEN,"You believe me, don't you?",the graduate
L189711,u5076,m336,ERIN,Seems like an awful big coincidence -- your water being messed with and you being so sick.,erin brockovich
L43513,u3681,m243,ALVY,"Hey, you guys are wearin' white. It must be in the stars.",annie hall
L250875,u1169,m77,BEN,"Nervous. Well, I am a bit nervous. I mean it's -- it's pretty hard to be suave when you're --",the graduate
L251285,u1169,m77,BEN,Now listen -- this was not my idea. It was my father's idea.,the graduate
L212750,u5262,m348,JACK,Huh?,fight club
L189613,u5076,m336,ERIN,I guess I'm not the right kind.,erin brockovich
L189575,u5076,m336,ERIN,"I don't wanna take your money, Mr. Masry.",erin brockovich
L251416,u1169,m77,BEN,How?,the graduate
L250898,u1169,m77,BEN,Luggage? Yes. Yes. I do.,the graduate
L251038,u1169,m77,BEN,"Oh. Well, I don't. Shall I tell you what I do?",the graduate
L37318,u327,m20,BATEMAN,You're at Paul Owen s.,american psycho
L251585,u1169,m77,BEN,-- and when we got up in the room she starts taking her her clothes off -- and --,the graduate
L42937,u3681,m243,ALVY,"Yeah, but you-you got a nice apartment.",annie hall
L36964,u327,m20,BATEMAN,"No, I guess it's okay.",american psycho
L250596,u1169,m77,BEN,Let's go.,the graduate
L42703,u3681,m243,ALVY,"I, uh... well, you're not from New York, right?",annie hall
L250962,u1169,m77,BEN,Oh -- yes. Wood?,the graduate
L37165,u327,m20,BATEMAN,Don't tell me...merchant banking?,american psycho
L190119,u5076,m336,ERIN,"Well, good, Ed. I like working with you too.",erin brockovich
L251084,u1169,m77,BEN,Yes I do.,the graduate
L250692,u1169,m77,BEN,But I just -- Look -- what if Mr. Robinson walked in right now?,the graduate
L42861,u3681,m243,ALVY,"""There goes another novel."" Jesus, you were great.",annie hall
L37361,u327,m20,BATEMAN,"If you really want to do something for me, you can stop making this scene right now.",american psycho
L189525,u5076,m336,ERIN,"Wow, that's soon --",erin brockovich
L42833,u3681,m243,ALVY,Yeah!,annie hall
L251698,u1169,m77,BEN,"It was nothing to do with you, sir.",the graduate
L189997,u5076,m336,ERIN,"Okay, so here's what I'll do. I'll go on up to Ted and Rita Daniels -- two of the nicest people you'd ever hope to meet, who spend every single day watching their little girl fight like a dog against this cancer -- I'll tell them we can't help them cause you don't feel like working that hard.",erin brockovich
L37028,u327,m20,BATEMAN,"Absolutely, I'm 100% with you.",american psycho
L43121,u3681,m243,ALVY,Whatta you mean? Me?,annie hall
L43129,u3681,m243,ALVY,"Yeah, but you said, ""Will it change my wife""!",annie hall
L36961,u327,m20,BATEMAN,Bad habit.,american psycho
L37076,u327,m20,BATEMAN,How did you guess?,american psycho
L189490,u5076,m336,ERIN,"... Matthew's six, Katie's four, and Beth's just nine months.",erin brockovich
L189622,u5076,m336,ERIN,"I had a good neighbor, George. She was 60 and Mexican and she watched my kids for free. Something tells me you're not gonna be able to measure up to that.",erin brockovich
L43004,u3681,m243,ALVY,Are yuh?,annie hall
L43651,u3681,m243,ALVY,"Since you put it that way. It's hard for me to refuse...have a, I have a terrific problem with authority, you know. I'm... it's not your fault. Don't take it personal.",annie hall
L251472,u1169,m77,BEN,About an hour ago.,the graduate
L251108,u1169,m77,BEN,Please. Now tell me. How do you know he won't wake up sometime and follow you.,the graduate
L43086,u3681,m243,ALVY,"""Neat""! There's that- What are you- twelve years old? That's one o' your Chippewa Falls expressions! ""He thinks I'm neat.""",annie hall
L189877,u5076,m336,ERIN,It was right up on the PG&E property over there.,erin brockovich
L37359,u327,m20,BATEMAN,I know my behavior is...erratic sometimes.,american psycho
L189517,u5076,m336,ERIN,"Hi, sweetie. Were you a good girl? Where are Matt and Katie?",erin brockovich
L251377,u1169,m77,BEN,I don't know. They must think I look like this guy Gladstone.,the graduate
L190328,u5076,m336,ERIN,How dare you take that away from me.,erin brockovich
L42789,u3681,m243,ALVY,"'cause, uh, you never know what's gonna happen.",annie hall
L212872,u5262,m348,JACK,"Yeah, both of us.",fight club
L43084,u3681,m243,ALVY,"Hey, don't knock masturbation! It's sex with someone I love.",annie hall
L189519,u5076,m336,ERIN,"It'll be fine, yeah.",erin brockovich
L36982,u327,m20,BATEMAN,No. Not really.,american psycho
L250739,u1169,m77,BEN,Yes. Yes. Let me out!,the graduate
L212540,u5262,m348,JACK,Strange.,fight club
L251295,u1169,m77,BEN,Hello.,the graduate
L213329,u5262,m348,JACK,Because... I'm Tyler Durden.,fight club
L42547,u3681,m243,ALVY,It-but it-it... doesn't make any sense. He drove past the book depository and the police said conclusively that it was an exit wound. So-how is it possible for Oswald to have fired from two angles at once? It doesn't make sense.,annie hall
L251410,u1169,m77,BEN,Mrs. Robinson -- I have a date with Elaine. We're going for a drive.,the graduate
L42903,u3681,m243,ALVY,Look at these guys.,annie hall
L37239,u327,m20,BATEMAN,Jean? What?,american psycho
L190468,u5076,m336,ERIN,How come you didn't say anything when you found these things?,erin brockovich
L250643,u1169,m77,BEN,"Mrs. Robinson, you didn't -- I mean you didn't expect --",the graduate
L251670,u1169,m77,BEN,Why don't I just drag you off? All right -- I will. Right after we get the blood tests.,the graduate
L212465,u5262,m348,JACK,I guess so.,fight club
L212898,u5262,m348,JACK,Six months advance pay. Six months!,fight club
L189946,u5076,m336,ERIN,"Look, I know you're mad. But the way this job is, things come up at the last minute, real important things, and I gotta deal with them. Now I don't like me missing dinner any more than you do, but we're all gonna have to get used to it, cause the fact is, it's gonna happen sometimes.",erin brockovich
L213362,u5262,m348,JACK,"Yes, fine. Just, get on. Stay away a couple of weeks, at least.",fight club
L43530,u3681,m243,ALVY,Hey.,annie hall
L212660,u5262,m348,JACK,So you're staying in tonight?,fight club
L42963,u3681,m243,ALVY,"Yeah, grass, right? The illusion that it will make a white woman more like Billie Holiday.",annie hall
L190459,u5076,m336,ERIN,Did you get a look at the stuff you destroyed?,erin brockovich
L213047,u5262,m348,JACK,I don't think that's true.,fight club
L37152,u327,m20,BATEMAN,"No. Flattering, but no.",american psycho
L37131,u327,m20,BATEMAN,"Yeah. No Finlandia, as usual. Fucking dump.",american psycho
L250725,u1169,m77,BEN,I'd rather not.,the graduate
L251380,u1169,m77,BEN,Do you?,the graduate
L42581,u3681,m243,ALVY,"Annie, there's a big lobster behind the refrigerator. I can't get it out. This thing's heavy. Maybe if I put a little dish of butter sauce here with a nutcracker, it will run out the other side, you know what I mean?",annie hall
L251240,u1169,m77,BEN,Well two minutes ago you told me I wasn't good enough for your daughter. Now you say you're sorry I got that impression.,the graduate
L189582,u5076,m336,ERIN,"What the hell do you think you're doing, making all that Goddamn noise?",erin brockovich
L212610,u5262,m348,JACK,Yes.,fight club
L37167,u327,m20,BATEMAN,Where to? Morgan Stanley? Rehab? What?,american psycho
L36942,u327,m20,BATEMAN,"Oh right. Well, I haven't heard anything about the disappearance or anything... Not on ""Page Six"" at least.",american psycho
L190524,u5076,m336,ERIN,What is that?,erin brockovich
L189719,u5076,m336,ERIN,"You think it could make you sick, living in a place like this?",erin brockovich
L37394,u327,m20,BATEMAN,Oh. KIMBALL Now where were you?,american psycho
L37414,u327,m20,BATEMAN,"No. Yes. I mean yes, I did. In the Times. But... doesn't Paul Owen still live here?",american psycho
L213337,u5262,m348,JACK,"I deserve that. Anyway, I've... I've only just realized",fight club
L213409,u5262,m348,JACK,"If I'm wrong, we're both dead..",fight club
L250520,u1169,m77,BEN,I'm just --,the graduate
L42815,u3681,m243,ALVY,"Yeah, I meet a lotta jerks, too.",annie hall
L251404,u1169,m77,BEN,Because I wouldn't want you to do it unless you really wanted to!,the graduate
L42731,u3681,m243,ALVY,You want your gear? Here you go.,annie hall
L43564,u3681,m243,ALVY,"Tsch, I know. A relationship, I think, is-is like a shark, you know? It has to constantly move forward or it dies. And I think what we got on our hands is a dead shark.",annie hall
L43268,u3681,m243,ALVY,"Yeah, the neighborhood's gonna be great.",annie hall
L250824,u1169,m77,BEN,Uh -- The Taft Hotel.,the graduate
L212533,u5262,m348,JACK,This is crazy.,fight club
L212251,u5262,m348,JACK,Can't you give me something?,fight club
L36913,u327,m20,BATEMAN,Tell him I'm at lunch.,american psycho
L43209,u3681,m243,ALVY,"What is this? What are you, since when do you read the ""National Review""? What are you turning in to?",annie hall
L212370,u5262,m348,JACK,In case we want to switch nights.,fight club
L36725,u327,m20,BATEMAN,Pumpkin you're dating the biggest dickweed in New York.,american psycho
L37101,u327,m20,BATEMAN,What...is...it?,american psycho
L251387,u1169,m77,BEN,It just happened. It was just this thing that happened along with everything else. Can you understand that?,the graduate
L251182,u1169,m77,BEN,Oh no. In the car you did it?,the graduate
L251714,u1169,m77,BEN,You miss the point.,the graduate
L42971,u3681,m243,ALVY,"Oh, come, you don't need that.",annie hall
L251270,u1169,m77,BEN,"Next time he suggests it, I'll tell him I have no intention of ever calling her up in my life.",the graduate
L189618,u5076,m336,ERIN,No.,erin brockovich
L37397,u327,m20,BATEMAN,So who was he with?,american psycho
L251003,u1169,m77,BEN,You got me.,the graduate
L250761,u1169,m77,BEN,Sir?,the graduate
L36833,u327,m20,BATEMAN,"Listen, do you think it's fair to take money from people who do have jobs? From people who do work?",american psycho
L251130,u1169,m77,BEN,How many times a year.,the graduate
L189597,u5076,m336,ERIN,"Yeah. Sexy, huh? And here's another: five. That's how old my other daughter is. Seven is my son's age. Two is how many times I been married and divorced. You getting all this? 16 is the number of dollars in my bank account. 454-3943 is my phone number. And with all the other numbers I gave you, I'm guessing zero is the number of times you're gonna call it.",erin brockovich
L213454,u5262,m348,JACK,Paraffin. Your merry band mixed the nitro with paraffin. I saw it floating in the bomb.,fight club
L43195,u3681,m243,ALVY,"That's what you got me here for at three o'clock in the morning, 'cause there's a spider in the bathroom?",annie hall
L190327,u5076,m336,ERIN,"<u>Not personal</u>? That's my <u>work</u> in there, Ed. My sweat, my labor, my time. If that's not personal, I don't know what is.",erin brockovich
L43624,u3681,m243,ALVY,"That's right, 'cause it's an important issue.",annie hall
L189827,u5076,m336,ERIN,"Oh, yeah?",erin brockovich
L36789,u327,m20,BATEMAN,It's...it's...all right.,american psycho
L213231,u5262,m348,JACK,"Will you just answer me, for Christsake?!",fight club
L212302,u5262,m348,JACK,"If I did have a tumor, I'd name it Marla. Marla...the little scratch on the roof of your mouth that would heal if only you could stop tonguing it, but you can't.",fight club
L42965,u3681,m243,ALVY,"Me, no. You... I-I-you know, if I have grass or alcohol or anything I get unbearably wonderful. I get too, too wonderful for words. You know, I don't-I don't know why you have to, uh, get high every time we make love.",annie hall
L190161,u5076,m336,ERIN,"I'm gonna assume that was meant as a compliment, Anna, and just say thank you.",erin brockovich
L189713,u5076,m336,ERIN,What're you doing?,erin brockovich
L212314,u5262,m348,JACK,I'm on to you. You're a faker. You aren't dying.,fight club
L212870,u5262,m348,JACK,Look at my face.,fight club
L212511,u5262,m348,JACK,"It's called a ""changeover."" The movie goes on, and nobody in the audience has any idea.",fight club
L190200,u5076,m336,ERIN,I need it.,erin brockovich
L42434,u3681,m243,ALVY,"Bad mood? I'm standing with the cast of ""The Godfather.""",annie hall
L212819,u5262,m348,JACK,Hmm?,fight club
L42512,u3681,m243,ALVY,"It's always some kind of an excuse. It's- You know, you used to think that I was very sexy. What... When we first started going out, we had sex constantly... We're-we're probably listed in the Guinness Book of World Records.",annie hall
L36731,u327,m20,BATEMAN,I'm thinking Dorsia.,american psycho
L37463,u327,m20,BATEMAN,"Now, Carnes, listen to me. Listen very, very carefully. I killed Paul Owen and I liked it. I can't make myself any clearer",american psycho
L251531,u1169,m77,BEN,Oh.,the graduate
L43219,u3681,m243,ALVY,Is he in the bathroom?,annie hall
L43492,u3681,m243,ALVY,V.P.L.?,annie hall
L36911,u327,m20,BATEMAN,Who?,american psycho
L251202,u1169,m77,BEN,Well -- I guess I'll have to ask her out on a date and find out what's --,the graduate
L36922,u327,m20,BATEMAN,Hi. Pat Bateman. Nice to meet you.,american psycho
L190282,u5076,m336,ERIN,Annabelle Daniels. 714-454-9346.,erin brockovich
L212456,u5262,m348,JACK,Tyler?,fight club
L251079,u1169,m77,BEN,Then why do you want to talk about it?,the graduate
L190088,u5076,m336,ERIN,"They used the hex chrom here, in these cooling tanks, as an anti-corrosive. Then they dumped it here, in these six ponds.",erin brockovich
L213505,u5262,m348,JACK,Don't ask.,fight club
L189572,u5076,m336,ERIN,Oh. Okay. That's okay.,erin brockovich
L42407,u3681,m243,ALVY,"Once in a while, you know. I mean, you know, every now-",annie hall
L42496,u3681,m243,ALVY,Tell him.,annie hall
L250723,u1169,m77,BEN,I'm putting it here by the door.,the graduate
L42917,u3681,m243,ALVY,"Uh... uh, you're-you're exceptional in bed because you got -you get pleasure in every part of your body when I touch you.",annie hall
L250733,u1169,m77,BEN,Jesus Christ!,the graduate
L43372,u3681,m243,ALVY,"Well, we never have any laughs anymore, is the problem.",annie hall
L212555,u5262,m348,JACK,I know that.,fight club
L212293,u5262,m348,JACK,"-- But, in here, in everyone, there's the squint of a five-day headache. Yet they forced themselves to be positive. They never said ""parasite;"" they said ""agent."" They always talked about getting better.",fight club
L37103,u327,m20,BATEMAN,I've gotta...I've gotta...return some videotapes.,american psycho
L42885,u3681,m243,ALVY,"big subject with me, yeah.",annie hall
L42981,u3681,m243,ALVY,"I don't know, but you seem sort of distant.",annie hall
L213281,u5262,m348,JACK,You took me to the house.,fight club
L37409,u327,m20,BATEMAN,I'm looking for...Paul Owen's...place.,american psycho
L213407,u5262,m348,JACK,"If you know, I know.",fight club
L213301,u5262,m348,JACK,Who is this?,fight club
L189798,u5076,m336,ERIN,Great.,erin brockovich
L250574,u1169,m77,BEN,It's down the hall.,the graduate
L251725,u1169,m77,BEN,Mr. McCleery -- do you have some change? I need to use the phone?,the graduate
L251057,u1169,m77,BEN,All we ever do is come up here and throw off the clothes and leap into bed together.,the graduate
L190430,u5076,m336,ERIN,"Well, I was gonna head over to the Browns now. I was thinking -- Mandy really values your opinion ...",erin brockovich
L36647,u327,m20,BATEMAN,No-I can't take the time off work.,american psycho
L251573,u1169,m77,BEN,You've got to tell me what she said.,the graduate
L189929,u5076,m336,ERIN,Yeah. Who are you?,erin brockovich
L213440,u5262,m348,JACK,I think this is about where we came in.,fight club
L36831,u327,m20,BATEMAN,"I know that, I know that. Jeez, you're like a broken record. I'm trying to help you.",american psycho
L42524,u3681,m243,ALVY,"No, it can't be, because he's a comic.",annie hall
L42827,u3681,m243,ALVY,"Oh, listen, so the audience was a tad restless.",annie hall
L212885,u5262,m348,JACK,I Am Jack's Complete Lack of Surprise.,fight club
L190207,u5076,m336,ERIN,What?,erin brockovich
L42374,u3681,m243,ALVY,"Tell the folks where you are today, Donald.",annie hall
L189971,u5076,m336,ERIN,"And I realized, he's taking a chance too.",erin brockovich
L250984,u1169,m77,BEN,Are you kidding?,the graduate
L213255,u5262,m348,JACK,I don't know! Tell me!,fight club
L43088,u3681,m243,ALVY,"Next thing you know he'll find you keen and peachy, you know? Next thing you know he's got his hand on your ass!",annie hall
L251406,u1169,m77,BEN,You do?,the graduate
L190006,u5076,m336,ERIN,"Okay, fine. I don't know shit about shit. But I know the difference --",erin brockovich
L190472,u5076,m336,ERIN,Morning!,erin brockovich
L213081,u5262,m348,JACK,That... sawing and hammering.,fight club
L250855,u1169,m77,BEN,No -- actually I'm just looking for a friend.,the graduate
L189489,u5076,m336,ERIN,... couldn't take painkillers cause they made me too groggy to take care of my kids.,erin brockovich
L190196,u5076,m336,ERIN,"I can't leave my job, George.",erin brockovich
L36825,u327,m20,BATEMAN,"Gee, uh, that's too bad.",american psycho
L250906,u1169,m77,BEN,I mean I'd -- I'd rather not go to the trouble of bringing it all in. I just have a toothbrush. I can get it myself. If that's all right.,the graduate
L189848,u5076,m336,ERIN,I want a raise. And benefits. Including dental.,erin brockovich
L213024,u5262,m348,JACK,"Why wasn't I told about ""Project Mayhem?""",fight club
L251781,u1169,m77,BEN,Thank you.,the graduate
L42614,u3681,m243,ALVY,"Yeah, I-I think you're pretty lucky I came along.",annie hall
L43176,u3681,m243,ALVY,Are you?,annie hall
L42823,u3681,m243,ALVY,"That's okay, 'cause I know exactly what that's like. Listen-",annie hall
L42657,u3681,m243,ALVY,"Well, I'm-I'm gonna take another in a series of cold showers.",annie hall
L251627,u1169,m77,BEN,I don't understand.,the graduate
L36829,u327,m20,BATEMAN,You're not what? Qualified for anything else?,american psycho
L42508,u3681,m243,ALVY,What-what-what-what's the matter?,annie hall
L251673,u1169,m77,BEN,Carl who?,the graduate
L37353,u327,m20,BATEMAN,"Yes, I am.",american psycho
L251638,u1169,m77,BEN,But you might.,the graduate
L212752,u5262,m348,JACK,"Shhhhhh! I don't know what to make of this, sir, I really don't...",fight club
L190371,u5076,m336,ERIN,"I'm sorry, are you saying that if this thing goes to trial, it'll be <u>ten years</u> before these plaintiffs see their money?",erin brockovich
L42504,u3681,m243,ALVY,"You? You kiddin'? If the Gestapo would take away your Bloomingdale's charge card, you'd tell 'em everything.",annie hall
L189695,u5076,m336,ERIN,"Yeah, I can see that. I guess the only thing that confused me is - - not that your medical problems aren't important, but -- how come the files about them are in with all the real estate stuff?",erin brockovich
L251194,u1169,m77,BEN,Don't talk about Elaine?,the graduate
L42939,u3681,m243,ALVY,"Yeah, I know it's small.",annie hall
L251031,u1169,m77,BEN,No wait. Wait.,the graduate
L42427,u3681,m243,ALVY,Your girl friend's name is Ralph?,annie hall
L37159,u327,m20,BATEMAN,Leaving what?,american psycho
L36889,u327,m20,BATEMAN,"Yes, Owen?",american psycho
L36677,u327,m20,BATEMAN,He has a great body,american psycho
L42567,u3681,m243,ALVY,"Well, maybe we should just call the police. Dial nine-one-one, it's the lobster squad.",annie hall
L42781,u3681,m243,ALVY,"No, I know, but... but, you know, I'm all perspired and everything.",annie hall
L189726,u5076,m336,ERIN,"... and when I realized our area's just as bad as Hinkley, I thought maybe my neighbors are all sick too. So I went and asked.",erin brockovich
L251706,u1169,m77,BEN,"No, I don't.",the graduate
L42841,u3681,m243,ALVY,"Yeah, why not, because we're just gonna go home later, right?",annie hall
L251007,u1169,m77,BEN,Oh -- not too much. Taking it easy.,the graduate
L43396,u3681,m243,ALVY,"Oh, I'm sure it's a lot of fun, 'cause the Incas did it, you know, and-and they-they-they were a million laughs.",annie hall
L190041,u5076,m336,ERIN,I'm not in danger. I have a dead bolt. Remember?,erin brockovich
L37172,u327,m20,BATEMAN,Oh really? DAISY He said... He said you gave him bad vibes.,american psycho
L250974,u1169,m77,BEN,This is all terribly wrong.,the graduate
L189488,u5076,m336,ERIN,"They took some bone from my hip and put it in my neck. I didn't have insurance, so I'm about seventeen thousand in debt right now.",erin brockovich
L42854,u3681,m243,ALVY,Nothing that a few mega-vitamins couldn't cure.,annie hall
L212791,u5262,m348,JACK,"Guided meditation worked for cancer, it could work for this.",fight club
L189685,u5076,m336,ERIN,Yeah? I should learn to do stuff like that. They make the place feel real homey.,erin brockovich
L250964,u1169,m77,BEN,Wood or wire? They have both.,the graduate
L250835,u1169,m77,BEN,Oh -- yes. The Singleman party.,the graduate
L251433,u1169,m77,BEN,Hurry up. Put your shoes on.,the graduate
L37355,u327,m20,BATEMAN,We never really shared one.,american psycho
L251779,u1169,m77,BEN,Listen to me. I am Dr. Smith's brother -- Reverend Smith -- and I am supposed to perform the ceremony. I just got in -- from -- Portland -- and I've forgotten what church -- you see?,the graduate
L42791,u3681,m243,ALVY,"Fifteen years, yeah.",annie hall
L250696,u1169,m77,BEN,Of course he does. But he might get the wrong idea. Anyone might.,the graduate
L43528,u3681,m243,ALVY,Trigger.,annie hall
L213139,u5262,m348,JACK,The Paper Street Soap Company.,fight club
L212363,u5262,m348,JACK,We'll split it. You get it the first and third Sunday of the month.,fight club
L251614,u1169,m77,BEN,My belt.,the graduate
L251022,u1169,m77,BEN,I drive around.,the graduate
L212484,u5262,m348,JACK,"Well, I have to file a claim...",fight club
L42510,u3681,m243,ALVY,"What-what-I don't... It's not natural! We're sleeping in a bed together. You know, it's been a long time.",annie hall
L36763,u327,m20,BATEMAN,I'm ignoring you.,american psycho
L42522,u3681,m243,ALVY,"What do you mean, next?",annie hall
L43211,u3681,m243,ALVY,It's wonderful. Then why don'tcha get William F. Buckley to kill the spider?,annie hall
L42389,u3681,m243,ALVY,"Wh- How am I a paran-? Well, I pick up on those kind o' things. You know, I was having lunch with some guys from NBC, so I said... uh, ""Did you eat yet or what?"" and Tom Christie said, ""No, didchoo?"" Not, did you, didchoo eat? Jew? No, not did you eat, but Jew eat? Jew. You get it? Jew eat?",annie hall
L189506,u5076,m336,ERIN,That asshole smashed in my fucking neck!,erin brockovich
L42859,u3681,m243,ALVY,As Balzac said...,annie hall
L37278,u327,m20,BATEMAN,"No, I like music. Just-they're-Huey's too... black sounding. For me.",american psycho
L43258,u3681,m243,ALVY,"Tsch, why don't we get... why don't we get Rob, and the three of us'll drive into Brooklyn, you know, and we show you the old neighborhood.",annie hall
L42403,u3681,m243,ALVY,"No. Yeah, once in a while. You know, like occasionally.",annie hall
L36901,u327,m20,BATEMAN,Commes des Garcon.,american psycho
L42387,u3681,m243,ALVY,"No, I'm not. We were walking off the tennis court, and you know, he was there and me and his wife, and he looked at her and then they both looked at me, and under his breath he said, ""Jew.""",annie hall
L212521,u5262,m348,JACK,He was the guerrilla terrorist of the food service industry.,fight club
L212346,u5262,m348,JACK,You're kidding.,fight club
L190342,u5076,m336,ERIN,"I never forget, honey. I try, real hard. It's just, for some reason, I don't seem to be able to organize things right and -- when it comes to you guys, I end up falling short.",erin brockovich
